KEGG ID,Names,Occurence
C19208,"Chloroprene|2-Chloro-1,3-butadiene",0
C19209,CI Acid red 114,0
C19210,CI Basic red 9,0
C19211,"1-Amino-2,4-dibromoanthraquinone",0
C19212,Bromochloroacetic acid,0
C19213,C.I. Direct blue 15,0
C19214,Citrus Red No.2|Citrus Red 2,0
C19215,Cobalt sulfate|Cobalt(II) sulfate,0
C19216,para-Cresidine|p-Cresidine,0
C19217,"N,N'-Diacetylbenzidine|4,4'-Diacetylbenzidine",0
C19218,"2,4-Diaminoanisole",0
C19219,"Dibenz[a,h]acridine",0
C19220,"Dibenz[a,j]acridine",0
C19221,"7H-Dibenzo[c,g]carbazole",0
C19222,"Dibenzo[a,h]pyrene|3,4:8,9-Dibenzopyrene",0
C19223,"Dibenzo[a,i]pyrene",0
C19224,"2,3-Dibromo-1-propanol|2,3-Dibromopropanol",0
C19225,"3,3'-Dichlorobenzidine",0
C19226,"3,3'-Dichloro-4,4'-diaminodiphenyl ether",0
C19227,"1,2-Diethylhydrazine",0
C19228,Diglycidyl resorcinol ether,0
C19229,"Dihydrosafrole|1,2-(Methylenedioxy)-4-propylbenzene",0
C19230,Diisopropyl sulfate,0
C19231,"3,3'-Dimethoxybenzidine|ortho-Dianisidine",0
C19232,"trans-2-[(Dimethylamino)methylimino]-5-[2-(5-nitro-2- furyl)-vinyl]-1,3,4-oxadiazole|N,N-dimethyl-N'-(5-(2-(5-nitro-2-furyl)vinyl)-1,3,4-oxadiazol-2-yl)-Formamidine",0
C19233,"1,1-Dimethylhydrazine",0
C19234,"3,7-Dinitrofluoranthene",0
C19235,"3,9-Dinitrofluoranthene",0
C19236,"Disperse Blue 1|1,4,5,8-Tetraamino-9,10-anthracenedione",0
C19237,"1,2-Epoxybutane|1-Butene oxide",0
C19238,Ethyl acrylate,0
C19239,Ethyl methanesulfonate,0
C19240,Nifurthiazole|2-(2-Formylhydrazino)-4-(5-nitro-2-furyl)thiazole,0
C19241,Fumonisin B1,1
C19242,Fumonisin B2,0
C19243,Fusarin C,0
C19244,"Glu-P-1|2-Amino-6-methyldipyrid[1,2-a:3',2'-d]imidazole",0
C19245,"Glu-P-2|2-Aminodipyrido[1,2-a:3',2'-d]imidazole",0
C19246,Glycidaldehyde|2-Oxiranecarboxaldehyde,0
C19247,"HC Blue No.1|2,2'-[[4-(Methylamino)-3-nitrophenyl]imino]bisethanol",0
C19248,Hexachloroethane,0
C19249,"2,4-Hexadienal|(E,E)-2,4-Hexadienal",0
C19250,Hexamethylphosphoramide|HMPA,0
C19251,"Indeno[1,2,3-cd]pyrene",0
C19252,Magenta|Fuchsin|Rosaniline hydrochloride,0
C19253,"2-Amino-3-methyl-9H-pyrido[2,3-b]indole|MeA-alpha-C",0
C19254,"MeIQ|2-Amino-3,4-dimethylimidazo[4,5-f]quinoline",0
C19255,"MeIQx|8-Methyl-IQX|2-Amino-3,8-dimethylimidazo[4,5-f]quinoxaline",0
C19256,Merphalan|Sarcolysin,0
C19257,2-Methylaziridine|Propyleneimine,0
C19258,Methylazoxymethanol acetate,0
C19259,5-Methylchrysene,0
C19260,"4,4'-Methylene bis(2-methylaniline)",0
C19261,2-Methylimidazole,0
C19262,4-Methylimidazole,0
C19263,Methyl isobutyl ketone,0
C19264,2-Methyl-1-nitroanthraquinone,0
C19265,Methylthiouracil,0
C19266,"4,4'-Bis(dimethylamino)benzophenone|Michler's ketone",0
C19267,Levofuraltadone|5-(Morpholinomethyl)-3-[(5-nitrofurfurylidene)amino]-2- oxazolidinone,0
C19268,Niridazole,0
C19269,5-Nitroacenaphthene,0
C19270,2-Nitroanisole|o-Nitroanisole,0
C19271,6-Nitrochrysene,0
C19272,Nifuradene|1-[(5-Nitrofurfurylidene)amino]-2-imidazolidinone,0
C19273,N-[4-(5-Nitro-2-furyl)-2-thiazolyl]acetamide|Furothiazole,0
C19274,Nitrogen mustard N-oxide,0
C19275,Nitromethane,0
C19276,4-Nitropyrene,0
C19277,"N-Nitrosodi-n-butylamine|N,N-Dibutylnitrosoamine",0
C19278,N-Nitrosodiethanolamine,0
C19279,N-Nitrosodi-n-propylamine,0
C19280,3-(N-Nitrosomethylamino)propionitrile|3-(Methylnitrosamino)propionitrile,0
C19281,N-Nitrosomethylethylamine,0
C19282,N-Nitrosomethylvinylamine,0
C19283,N-Nitrosomorpholine,0
C19284,N-Nitrosopiperidine,0
C19285,N-Nitrosopyrrolidine,0
C19286,N-Nitrososarcosine,0
C19287,Oil Orange SS,0
C19288,Palygorskite|Attapulgite,0
C19289,Panfuran S|Dihydroxymethylfuratrizine,0
C19290,Phenazopyridine hydrochloride,0
C19291,Phenyl glycidyl ether,0
C19292,Talc,0
C19293,Ponceau 3R,0
C19294,Ponceau MX|Acid Red 26,0
C19295,Potassium bromate,0
C19296,"1,3-Propane sultone",0
C19297,Propiolactone|beta-Propiolactone,0
C19298,Sodium ortho-phenylphenate,0
C19299,Tetrafluoroethylene,0
C19300,Tetranitromethane,0
C19301,N-Nitroso-N-methylurethane,0
C19302,Thioacetamide,0
C19303,"4,4'-Thiodianiline|4,4'-Thiobisbenzenamine",0
C19304,Thiouracil|4-Hydroxy-2-pyrimidinethiol,0
C19305,"Trichlormethine|2,2',2''-Trichlorotriethylamine hydrochloride",0
C19306,"Trp-P-1|3-Amino-1,4-dimethyl-5H-pyrido[4,3-b]indole",0
C19307,Trypan Blue,0
C19308,Vanadium pentoxide,0
C19309,Vinyl acetate,0
C19310,4-Vinylcyclohexene|4-Vinyl-1-cyclohexene,0
C19311,4-Vinylcyclohexene diepoxide,0
C19312,Acenaphthene,0
C19313,HTLV-1 basic zipper factor|HBZ,0
C19314,"Acepyrene|3,4-Dihydrocyclopenta[cd]pyrene",0
C19315,"Acridine orange|3,6-Bis(dimethylamino)acridine",0
C19316,Allyl chloride,0
C19317,Allyl isothiocyanate|Mustard oil,0
C19318,Allyl isovalerate,0
C19319,5-Aminoacenaphthene|5-Acenaphthenamine,0
C19320,1-Amino-2-methylanthraquinone,0
C19321,2-Amino-4-nitrophenol,0
C19322,2-Amino-5-nitrophenol,0
C19323,4-Amino-2-nitrophenol,0
C19324,2-Amino-5-nitrothiazole|Aminonitrothiazole,0
C19325,11-Aminoundecanoic acid,0
C19326,para-Anisidine|1-Amino-4-methoxybenzene,0
C19327,"Anthanthrene|Dibenzo[cd,jk]pyrene",0
C19328,Antimony trisulfide,0
C19329,Apholate,0
C19330,para-Aramid fibrils|Kevlar 49,0
C19331,Arsenobetaine,0
C19332,2-(1-Aziridinyl)ethanol|1-Aziridineethanol,0
C19333,Aziridyl benzoquinone|Benzoquinone aziridine,0
C19334,Azobenzene,0
C19335,11H-Benz[bc]aceanthrylene,0
C19336,Benz[l]aceanthrylene,0
C19337,Benz[a]acridine,0
C19338,Benz[c]acridine|12-Azabenz[a]anthracene,0
C19339,"Benzo[b]chrysene|1,2:6,7-Dibenzophenanthrene",0
C19340,Benzo[g]chrysene,0
C19341,Benzo[a]fluoranthene,0
C19342,"Benzo[ghi]fluoranthene|2,13-Benzofluoranthene",0
C19343,Benzo[a]fluorene|11H-Benzo[a]fluorene,0
C19344,Benzo[c]fluorene|7H-Benzo[c]fluorene,0
C19345,para-Benzoquinone dioxime,0
C19346,Benzoyl peroxide,0
C19347,Bis(1-aziridinyl)morpholinophosphine sulfide,0
C19348,"1,2-Bis(chloromethoxy)ethane",0
C19349,"1,4-Bis(chloromethoxymethyl)benzene",0
C19350,Bis(2-chloro-1-methylethyl)ether|DCIP,0
C19351,"Bis(2,3-epoxycyclopentyl)ether",0
C19352,"Brilliant blue|Brilliant blue FCF, disodium salt|Food blue No.1",0
C19353,Bromochloroacetonitrile,0
C19354,Bromoethane|Ethyl bromide,0
C19355,2-Butoxyethanol,0
C19356,"1-tert-Butoxy-2-propanol|1-(1,1-Dimethylethoxy)-2-propanol|Propylene glycol mono-t-buthyl ether",0
C19357,3-Carbethoxypsoralen,0
C19358,Carmoisine|Azorubin|C.I. Acid Red 14,0
C19359,Chloramine,0
C19360,Chloroacetonitrile,0
C19361,Chlorodifluoromethane,0
C19362,Chlorofluoromethane,0
C19363,3-Chloro-2-methylpropene,0
C19364,1-Chloro-3-nitrobenzene,0
C19365,"4-Chloro-meta-phenylenediamine|4-Chloro-1,3-benzenediamine",0
C19366,5-Chloro-ortho-toluidine|5-Chloro-o-toluidine,0
C19367,"2-Chloro-1,1,1-trifluoroethane",0
C19368,Chromium (III)|Chromium (III) ion,0
C19369,Chrysoidine,0
C19370,"CI Acid Orange 3|C.I. Acid Orange 3|2-Anilino-5-(2,4-dinitroanilino)-benzenesulfonic acid",0
C19371,CI Acid Orange 20|C.I. Acid Orange 20,0
C19372,CI Orange G|C.I. Orange G,0
C19373,CI Pigment Red 3|C.I. Pigment Red 3,0
C19374,Cinnamyl anthranilate,0
C19375,Coronene,0
C19376,meta-Cresidine|m-Cresidine|4-Methoxy-2-methyl-benzenamine,0
C19377,Crotonaldehyde|2-Butenal,0
C19378,Cyclamate|Sodium cyclamate,0
C19379,Cyclochlorotine,0
C19380,4H-Cyclopenta[def]chrysene,0
C19381,"5,6-Cyclopenteno-1,2-benzanthracene|2,3-Dihydro-1H-benzo[a]cyclopent[h]anthracene",0
C19382,D and C Red No. 9|C.I. Pigment Red 53,0
C19383,Decabromodiphenyl oxide,0
C19384,"1,2-Diamino-4-nitrobenzene",0
C19385,"1,4-Diamino-2-nitrobenzene",0
C19386,"2,5-Diaminotoluene|2-Methyl-1,4-benzenediamine",0
C19387,Diazomethane,0
C19388,"Dibenz[a,c]anthracene|Benzo[b]triphenylene|Benzotriphenylene",0
C19389,"Dibenz[a,j]anthracene|Dibenzo-1,2,7,8-anthracene",0
C19390,"Dibenzo[a,e]fluoranthene|2,3,5,6-Dibenzofluoranthene",0
C19391,"13H-Dibenzo[a,g]fluorene",0
C19392,"Dibenzo[h,rst]pentaphene",0
C19393,"Dibenzo[a,e]pyrene|Naphtho[1,2,3,4-def]chrysene",0
C19394,"Dibenzo[e,l]pyrene",0
C19395,Dichloroacetonitrile,0
C19396,Dibromoacetonitrile,0
C19397,"1,3-Dichlorobenzene|meta-Dichlorobenzene",0
C19398,"trans-1,4-Dichlorobutene|trans-1,4-Dichloro-2-butene",0
C19399,"2,6-Dichloro-para-phenylenediamine|2,6-Dichloro-1,4-benzenediamine",0
C19400,"N,N'-Diethylthiourea|1,3-Diethyl-2-thiourea",0
C19401,"Dihydroaceanthrylene|1,2-Dihydroaceanthrylene",0
C19402,Dimethoxane,0
C19403,"3,3'-Dimethoxybenzidine-4,4'-diisocyanate",0
C19404,"4,4'-Dimethylangelicin",0
C19405,"4,5'-Dimethylangelicin",0
C19406,Dimethyl hydrogen phosphite,0
C19407,"1,4-Dimethylphenanthrene",0
C19408,"1,3-Dinitropyrene",0
C19409,Dinitrosopentamethylenetetramine,0
C19410,"3,5-Dinitrotoluene",0
C19411,"2,4'-Diphenyldiamine|2,4'-Diaminobiphenyl",0
C19412,Disperse Yellow 3|N-[4-[2-(2-hydroxy-5-methylphenyl)diazenyl]phenyl]-acetamide,0
C19413,Doxefazepam,0
C19414,Doxylamine succinate,0
C19415,Dulcin|p-Ethoxyphenylurea,0
C19416,Eosin|D & C Red no. 21,0
C19417,"3,4-Epoxy-6-methylcyclohexylmethyl-3,4-epoxy-6-methylcyclo-hexanecarboxylate",0
C19418,"cis-9,10-Epoxystearic acid",3
C19419,Ethylene sulfide|Thiirane,0
C19420,2-Ethylhexyl acrylate,0
C19421,Ethyl selenac,0
C19422,Evans blue,0
C19423,Fast green FCF,0
C19424,Ferric oxide,0
C19425,Fluoranthene,0
C19426,Glycidyl oleate,0
C19427,Glycidyl stearate,0
C19428,Guinea green B|C.I. Acid green 3,0
C19429,"HC Blue No. 2|2,2'-[[4-[(2-Hydroxyethyl)amino]-3-nitrophenyl]imino]bis-ethanol",0
C19430,HC Red No. 3|2-[(4-Amino-2-nitrophenyl)amino]-ethanol,0
C19431,HC Yellow No. 4|2-[[2-(2-Hydroxyethoxy)-4-nitrophenyl]amino]-ethanol,0
C19432,Hycanthone mesylate,0
C19433,4-Hydroxyazobenzene|4-(Phenylazo)phenol,0
C19434,8-Hydroxyquinoline|Oxyquinoline,0
C19435,Hydroxysenkirkine,0
C19436,Iron-dextrin complex|Dextriferron,0
C19437,Iron sorbitex,0
C19438,Lauroyl peroxide|Dilauroyl peroxide,0
C19439,Light green SF|C.I. Acid green 5,0
C19440,Malonaldehyde|Malondialdehyde,0
C19441,Mannomustine dihydrochloride|Degranol,0
C19442,Medphalan|D-Melphalan,0
C19443,Methyl acrylate,0
C19444,5-Methylangelicin,0
C19445,Methyl carbamate,0
C19446,Methyl chloride,0
C19447,1-Methylchrysene,0
C19448,2-Methylchrysene,0
C19449,3-Methylchrysene,0
C19450,4-Methylchrysene,0
C19451,6-Methylchrysene,0
C19452,"N-Methyl-N,4-dinitrosoaniline|N,4-Dinitrosomethylaniline",0
C19453,"4,4'-Methylenediphenyl diisocyanate|Methylenebisphenyl diisocyanate",0
C19454,2-Methylfluoranthene,0
C19455,3-Methylfluoranthene,0
C19456,N-Methylolacrylamide|N-(Hydroxymethyl)acrylamide,0
C19457,1-Methylphenanthrene,0
C19458,"7-Methylpyrido[3,4-c]psoralen",0
C19459,Methyl red|o-Methyl red,0
C19460,Methyl selenac|Tetrakis(dimethyldithiocarbamato)-selenium,0
C19461,Musk ambrette,0
C19462,Musk xylene,0
C19463,"1,5-Naphthalenediamine",0
C19464,"1,5-Naphthalene diisocyanate",0
C19465,"Naphtho[1,2-b]fluoranthene|Indeno[1,2,3-hi]chrysene",0
C19466,"Naphtho[2,1-a]fluoranthene|Dibenz[a,j]aceanthrylene",0
C19467,"Naphtho[2,3-e]pyrene|Dibenzo[de,qr]naphthacene",0
C19468,Nithiazide,0
C19469,5-Nitro-ortho-anisidine|2-Methoxy-5-nitroaniline,0
C19470,9-Nitroanthracene,0
C19471,7-Nitrobenz[a]anthracene,0
C19472,6-Nitrobenzo[a]pyrene,0
C19473,"4-Nitrobiphenyl|4-Nitro-1,1'-biphenyl",0
C19474,2-Nitronaphthalene,0
C19475,3-Nitroperylene,0
C19476,2-Nitropyrene,0
C19477,N'-Nitrosoanabasine|3-(1-Nitroso-2-piperidinyl)-pyridine,0
C19478,N'-Nitrosoanatabine|NAT,0
C19479,para-Nitrosodiphenylamine|4-Nitroso-N-phenyl-benzenamine,0
C19480,N-Nitrosofolic acid,0
C19481,N-Nitrosoguvacine,0
C19482,N-Nitrosoguvacoline,0
C19483,N-Nitrosohydroxyproline|4-Hydroxy-1-nitroso-L-proline,0
C19484,3-(N-Nitrosomethylamino)propionaldehyde|3-(Methylnitrosoamino)-propanal,0
C19485,N-Nitrosoproline|1-Nitroso-L-proline,0
C19486,3-Nitrotoluene,0
C19487,Nitrovin|Difurazone,0
C19488,"7,12-Dimethylbenz[a]anthracene|DMBA",3
C19489,"1a,11b-Dihydro-4,9-dimethylbenz[a]anthra[3,4-b]oxirene",2
C19490,"trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene|trans-DMBA-3,4-dihydrodiol",2
C19491,(E)-2-Methylbutanal oxime,3
C19492,Nylon 6|Policapram,0
C19493,Estradiol mustard|Oestradiol mustard,0
C19494,Oxyphenbutazone,0
C19495,"Penicillic acid|3-Methoxy-5-methyl-4-oxo-2,5-hexadienoic acid",0
C19496,"Pentachloroethane|1,1,1,2,2-Pentachloro-ethane",0
C19497,Perylene,0
C19498,Phenicarbazide,0
C19499,"para-Phenylenediamine|1,4-Benzenediamine",0
C19500,Picene|Benzo[a]chrysene,0
C19501,Polyacrylic acid,0
C19502,Polychloroprene,0
C19503,Polyethylene,0
C19504,Polymethyl methacrylate,0
C19505,Polipropene 25|Polypropylene,0
C19506,Polystyrene,0
C19507,Polytetrafluoroethylene|Polytef,0
C19508,Polyvinyl chloride,0
C19509,Polyvinyl pyrrolidone|Povidone,0
C19510,Ponceau SX|C.I. 14700,0
C19511,"Potassium bis(2-hydroxyethyl)dithiocarbamate|Bis(2-hydroxyethyl)dithiocarbamic acid, potassium salt",0
C19512,Prednimustine,0
C19513,Pronetalol hydrochloride,0
C19514,n-Propyl carbamate,0
C19515,Ptaquiloside|Braxin C,0
C19516,"Pyrido[3,4-c]psoralen",0
C19517,Rhodamine B,0
C19518,Ripazepam,0
C19519,"Saccharated iron oxide|Ferric oxide, saccharated|Iron sucrose",0
C19520,Scarlet Red|1-[2-[2-Methyl-4-[2-(2-methylphenyl)diazenyl]phenyl]diazenyl]-2-naphthalenol,0
C19521,Semicarbazide hydrochloride,0
C19522,Sepiolite,0
C19523,Sodium chlorite|Textone,0
C19524,"Succinic anhydride|Dihydro-2,5-furandione",0
C19525,Sudan I|C.I. Solvent Yellow 14,0
C19526,Sudan II|C.I. Solvent Orange 7,0
C19527,Sudan III|C.I. Solvent Red 23,0
C19528,"Sudan Brown RR|C.I. 11285|4-[2-(1-Naphthalenyl)diazenyl]-1,3-benzenediamine",0
C19529,Sudan Red 7B|Oil Violet|C.I. Solvent Red 19|N-Ethyl-1-[2-[4-(2-phenyldiazenyl)phenyl]diazenyl]-2-naphthalenamine,0
C19530,Sulfamethazine,0
C19531,Sunset Yellow FCF|C.I. Food Yellow 3|Food yellow No.5,0
C19532,Strobane|Terpene polychlorinates,0
C19533,"2,2',5,5'-Tetrachlorobenzidine",0
C19534,"1,1,2,2-Tetrachloroethane|Tetrachloroethane",0
C19535,"Trichloroacetonitrile|2,2,2-Trichloro-acetonitrile",0
C19536,"1,1,2-Trichloroethane",0
C19537,Triethylene glycol diglycidyl ether|Etoglucid,0
C19538,"4,4',6-Trimethylangelicin",0
C19539,"2,4,5-Trimethylaniline",0
C19540,"2,4,6-Trimethylaniline",0
C19541,Triphenylene,0
C19542,Triaziquone|Tris(aziridinyl)-para-benzoquinone,0
C19543,Tris(1-aziridinyl)phosphine oxide|TEPA|APO,0
C19544,"1,2,3-Tris(chloromethoxy)propane",0
C19545,"Vat Yellow 4|C.I. Vat Yellow 4|Dibenzo[b,def]chrysene-7,14-dione",0
C19546,Vinyl chloride-vinyl acetate copolymer|Pevikon,0
C19547,"Vinylidene fluoride|1,1-Difluoroethene",0
C19548,N-Vinyl-2-pyrrolidone|1-Ethenyl-2-pyrrolidinone,0
C19549,Vinyl toluene,0
C19550,Wollastonite,0
C19551,Xylene,0
C19552,Yellow AB|1-(2-Phenyldiazenyl)-2-naphthalenamine,0
C19553,Yellow OB|1-[2-(2-Methylphenyl)diazenyl]-2-naphthalenamine,0
C19554,Acriflavinium chloride,0
C19555,Hematite,0
C19556,Tris(2-methyl-1-aziridinyl)phosphine oxide|Metepa,0
C19557,Treosulfan,0
C19558,AF-2|Furylfuramide|2-(2-Furyl)-3-(5-nitro-2-furyl)acrylamide,0
C19559,"(1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-Tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol",1
C19560,Toluene diisocyanates,0
C19561,7-Hydroxymethyl-12-methylbenz[a]anthracene|12-Methylbenz[a]anthracene-7-methanol,2
C19562,7-Hydroxymethyl-12-methylbenz[a]anthracene sulfate,1
C19563,4-[(Hydroxymethyl)nitrosoamino]-1-(3-pyridinyl)-1-butanone,2
C19564,4-(Nitrosoamino)-1-(3-pyridinyl)-1-butanone,2
C19565,4-Hydroxy-1-(3-pyridinyl)-1-butanone,2
C19566,4-Hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone,2
C19567,4-Oxo-1-(3-pyridyl)-1-butanone|gamma-Oxo-3-pyridinebutanal|4-Oxo-4-(pyridin-3-yl)butanal|3-Succinoylsemialdehyde-pyridine,4
C19568,N-Nitrosomethanamine,2
C19569,3-Succinoylpyridine|4-Oxo-4-(pyridin-3-yl)butanoate,3
C19570,Ethyl tellurac,0
C19571,Polymethylene polyphenyl isocyanate,0
C19572,"Silica|Silica, amorphous",0
C19573,Styrene-acrylonitrile copolymer,0
C19574,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol|NNAL,6
C19575,Styrene-butadiene copolymer,0
C19576,Zeolite,0
C19577,"1-(Methylnitrosoamino)-4-(3-pyridinyl)-1,4-butanediol",2
C19578,5-(3-Pyridyl)-2-hydroxytetrahydrofuran,2
C19579,gamma-Hydroxy-3-pyridinebutanoate,2
C19580,alpha-[3-[(Hydroxymethyl)nitrosoamino]propyl]-3-pyridinemethanol,2
C19581,alpha-[3-(Nitrosoamino)propyl]-3-pyridinemethanol,2
C19582,"1-(3-Pyridinyl)-1,4-butanediol",2
C19583,Fusarenone X|Fusarenon-X,0
C19584,Aflatoxicol|AFL,0
C19585,Aflatoxin Q1,1
C19586,"Aflatoxin B1-exo-8,9-epoxide|2,3-Epoxyaflatoxin B1",3
C19587,Aflatoxin P1|AFP1,0
C19588,"Aflatoxin B1 diol|Aflatoxin B1-2,3-dihydrodiol",2
C19589,Aflatoxin B1 dialdehyde,3
C19590,"6-[2,3-Dihydroxy-1-(hydroxymethyl)propyl]-1,2-dihydro-7-hydroxy-9-methoxy-cyclopenta[c][1]benzopyran-3,4-dione",2
C19591,"1,2,3,4-Tetrahydro-alpha,7-dihydroxy-beta-(hydroxymethyl)-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-propanal",2
C19592,"alpha-(1,2-Dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde",2
C19594,"Aflatoxin-M1-8,9-epoxide",1
C19595,"Aflatoxin B1-endo-8,9-epoxide",1
C19596,Lipooligosaccharide|LOS,0
C19597,2-Nitrotoluene,0
C19598,Polyurethane foam|Polyurethane foams,0
C19599,Sodium diethyldithiocarbamate|Ditiocarb sodium,0
C19600,Calcium salicylate,0
C19601,"Theobromine, calcium salt|3,7-Dihydro-3,7-dimethyl-1H-purine-2,6-dione, calcium salt",0
C19602,4-(Methylnitrosamino)-1-(1-oxido-3-pyridinyl)-1-butanone|4-(Methylnitrosamino)-1-(3-pyridyl-N-oxide)-1-butanone|NNK-N-oxide,1
C19603,4-(Methylnitrosamino)-1-(3-pyridyl-N-oxide)-1-butanol|NNAL-N-oxide,1
C19604,"7,12-Dimethylbenz[a]anthracene 5,6-oxide|DMBA-5,6-epoxide",2
C19605,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol glucuronide|NNAL-O-glucuronide,1
C19606,NNAL-N-glucuronide,1
C19607,"trans-5,6-Dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene|trans-DMBA-5,6-dihydrodiol",1
C19608,Ferritin,1
C19609,Nickel(2+)|Ni2+|Ni(II),1
C19610,Manganese(2+)|Mn2+|Mn(II),1
C19611,Manganese(3+)|Mn3+|Mn(III),1
C19612,Coriose|D-altro-3-Heptulose,0
C19613,Juvenile hormone I,0
C19614,16-Oxo-palmitate,2
C19615,Hexadecanedioate,1
C19616,18-Hydroxyoleate,3
C19617,18-Oxooleate,2
C19618,"Octadec-9-ene-1,18-dioic-acid",1
C19619,(+)-Germacrene D,1
C19620,"9,10-Epoxy-18-hydroxystearate",3
C19621,"9,10,18-Trihydroxystearate",2
C19622,"9,10-Dihydroxystearate",2
C19623,22-Hydroxydocosanoate,2
C19624,22-Oxo-docosanoate,2
C19625,Docosanedioate,1
C19630,Diketone,1
C19631,6-Hydroxy-3-succinoylpyridine|4-(6-Hydroxypyridin-3-yl)-4-oxobutanoate,2
C19632,Kojibiose|2-O-alpha-D-Glucopyranosyl-D-glucose,0
C19633,Maltulose|4-O-alpha-D-Glucopyranosyl-D-fructose,0
C19634,Melibiulose|6-O-alpha-D-Galactopyranosyl-D-fructose,0
C19635,Scillabiose|6-Deoxy-4-O-beta-D-glucopyranosyl-L-mannose,0
C19636,Turanose|3-O-alpha-D-Glucopyranosyl-D-fructose|D-Turanose,0
C19637,"Coenzyme M disulfide|(S-CoM)2|Coenzyme M|2,2'-Dithiodiethanesulfonic acid",0
C19638,5alpha-Gonane,0
C19639,Gonane|18-Norestrane,0
C19640,5beta-Gonane,0
C19641,Estrane|19-Norandrostane,0
C19642,5beta-Cholanic acid|Ursocholanic acid,0
C19643,"Scillarenin|3beta,14-Dihydroxy-14beta-bufa-4,20,22-trienolide",0
C19644,Stigmastanol|beta-Sitostanol,0
C19645,Acceptor|Aglycon,1
C19646,Acceptor beta-D-glucuronoside,1
C19648,"Pseudotigogenin|(25R)-5alpha-Furost-20(22)-ene-3beta,26-diol",0
C19649,"Pseudosarsasapogenin|(25S)-5beta-Furost-20(22)-ene-3beta,26-diol",0
C19650,"Pseudosmilagenin|(25R)-5beta-Furost-20(22)-ene-3beta,26-diol",0
C19651,Ergostanol|(24S)-5alpha-Ergostan-3beta-ol,0
C19652,alpha-Ergostenol|5alpha-Ergosta-8(14)-ene-3beta-ol,0
C19653,"Lumisterol|9beta,10alpha-Ergosta-5,7,22-trien-3beta-ol",0
C19654,"gamma-Sitosterol|22,23-Dihydroporiferasterol",0
C19655,Gorgosterol|Gorgost-5-en-3beta-ol,0
C19656,"Sarcoaldesterol A|(3beta,5alpha,6beta,11alpha)-Gorgostane-3,5,6,11-tetrol",0
C19657,"Acanthasterol|(3beta,5alpha)-Gorgost-7-en-3-ol",0
C19658,Cardanolide,0
C19659,5alpha-Cholane|Allocholane,0
C19660,Bufanolide,0
C19661,Cholestane,0
C19662,Spirostan,0
C19663,Furostan,0
C19664,Ergostane,0
C19665,5alpha-Campestane|(24R)-24-Methyl-5alpha-cholestane,0
C19666,Stigmastane,0
C19667,5alpha-Poriferastane,0
C19668,Gorgostane,0
C19669,Thermospermine,1
C19670,Oleamide|Oleyl amide|(Z)-9-Octadecenamide,1
C19671,Amicyanin|Oxidized amicyanin,1
C19672,Reduced amicyanin,1
C19673,Malonyl-[acp] methyl ester|Malonyl-[acyl-carrier protein] methyl ester,2
C19674,D-Arabinitol 1-phosphate|D-Arabitol 1-phosphate,1
C19675,"(R)-2,3-Dihydroxypropane-1-sulfonate",1
C19676,"Germacra-1(10),4,11(13)-trien-12-ol",3
C19677,"Germacra-1(10),4,11(13)-trien-12-al",2
C19678,"Germacrene A acid|Germacra-1(10),4,11(13)-trien-12-oate",3
C19679,L-Sorbosone|1-Dehydro-L-sorbose,1
C19680,"N,N-Dimethyl-4-nitrosoaniline|Accelerine",2
C19681,"4-(Hydroxylamino)-N,N-dimethylaniline|4-(Dimethylamino)-N-hydroxyaniline",2
C19682,"3,4-Didehydroadipyl-CoA|cis-3,4-Dehydroadipyl-CoA",1
C19683,"3,4-Didehydroadipyl-CoA semialdehyde|cis-3,4-Dehydroadipyl-CoA semialdehyde",2
C19684,"2,3-Dihydro-2,3-dihydroxybenzoyl-CoA",2
C19685,Sulfoacetyl-CoA,1
C19686,3-(1-Carboxyvinyloxy)anthranilate|2-Amino-3-[(1-carboxyethenyl)oxy]benzoate,1
C19687,7-Chloro-L-tryptophan,2
C19688,2-Imino-3-(7-chloroindol-3-yl)propanoate|7-Chlorodehydrotryptophan,2
C19689,Glutathione amide|L-gamma-Glutamyl-L-cysteinylglycinamide,2
C19690,Glutathione amide disulfide,2
C19691,"Farnesylcysteine|S-(2E,6E)-Farnesyl-L-cysteine|S-trans-trans-Farnesylcysteine",2
C19692,Polysulfide|(Sulfide)n|Polysulfane,5
C19693,Reactive Blue 5,0
C19694,D-Alanyl-(R)-lactate|D-Alanyl-D-lactate|(2R)-2-(D-Alanyloxy)propanoic acid|(R)-2-[(R)-2-Aminopropanoyloxy]propanoic acid,1
C19695,[beta-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)]n,1
