"KO","Flux Value","Reaction Abbreviation","Reaction Name","Reaction Equation (Metabolite Abbreviation)","Reversible","Lower Bound","Upper Bound","Biological Objective","Synthetic Objective","Gene Association","Protein Association","Subsystem","Protein Class","GPR","Genes","Protein","Confidence Score","EC. Number"
"false","0.0","R_GAPC2","glyceraldehyde-3-phosphate dehydrogenase","M_3pgPi_c + M_nadph_c + M_h_c --> M_g3p_c + M_pi_c + M_nadp_c","false","0.0","1000.0","0.0","0.0"," "," ","Glycolysis"," ","51128 or 51129"," "," ","2","1.2.1.13"
"false","0.0","R_PGAM","phosphoglycerate mutase","M_gly3p_c <==> M_gly2p_c","true","-1000.0","1000.0","0.0","0.0"," "," ","Glycolysis"," ","26201 or 42857?"," "," ","2","5.4.2.1"
"false","0.0","R_ENO","phosphopyruvate hydratase (enolase)","M_gly2p_c <==> M_pep_c + M_h2o_c","true","-1000.0","1000.0","0.0","0.0"," "," ","Glycolysis"," "," "," "," ","1","4.2.1.11"
"false","0.0","R_PKUTP","pyruvate kinase, cytosolic","2 M_h_c + M_udp_c + M_pep_c --> M_utp_c + M_pyr_c","false","0.0","1000.0","0.0","0.0"," "," ","Glycolysis"," ","56445, 49098, 5617, 45997, 22913, 54998"," "," ","2","2.7.1.40"
"false","0.0","R_PKCTP","pyruvate kinase, cytosolic","2 M_h_c + M_cdp_c + M_pep_c --> M_ctp_c + M_pyr_c","false","0.0","1000.0","0.0","0.0"," "," ","Glycolysis"," ","56445, 49098, 5617, 45997, 22913, 54998"," "," ","2","2.7.1.40"
"false","0.0","R_PK","pyruvate kinase, cytosolic","2 M_h_c + M_adp_c + M_pep_c --> M_atp_c + M_pyr_c","false","0.0","1000.0","0.0","0.0"," "," ","Glycolysis"," ","56445, 49098, 5617, 45997, 22913, 54998"," "," ","2","2.7.1.40"
"false","0.0","R_PKDATP","pyruvate kinase, cytosolic","2 M_h_c + M_dadp_c + M_pep_c --> M_datp_c + M_pyr_c","false","0.0","1000.0","0.0","0.0"," "," ","Glycolysis"," ","56445, 49098, 5617, 45997, 22913, 54998"," "," ","2","2.7.1.40"
"false","0.0","R_PKGTP","pyruvate kinase, cytosolic","2 M_h_c + M_dgdp_c + M_pep_c --> M_dgtp_c + M_pyr_c","false","0.0","1000.0","0.0","0.0"," "," ","Glycolysis"," ","56445, 49098, 5617, 45997, 22913, 54998"," "," ","2","2.7.1.40"
"false","0.0","R_PKITP","pyruvate kinase, cytosolic","2 M_h_c + M_idp_c + M_pep_c --> M_itp_c + M_pyr_c","false","0.0","1000.0","0.0","0.0"," "," ","Glycolysis"," ","56445, 49098, 5617, 45997, 22913, 54998"," "," ","2","2.7.1.40"
"false","0.0","R_EX_OH"," ","M_oh_c <==> ","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_GLYL3P"," ","M_glyl3p_c + M_q_m --> M_gp_c + M_qh2_m","false","0.0","1000.0","0.0","0.0"," "," "," "," ","1129"," "," ","2","1.1.5.3"
"false","0.0","R_T_PI_CM","phosphate transport, symport, mitochondrial","2 M_h_c + M_pi_c <==> 2 M_h_m + M_pi_m","true","0.0","0.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_CO2_C_M","CO2 exchange","M_co2_c <==> M_co2_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","2"," "
"false","0.0","R_NADHDH_M","NADH Dehydrogenase","M_q_m + M_nadh_m + 5 M_h_m --> M_qh2_m + M_nad_m + 4 M_h_c","false","0.0","1000.0","0.0","0.0"," "," ","OPP"," ","43944, 35590, 11305, 11373, 14260, 16430, 17671, 26970, 28620, 47885, 49313, ACPZ, NAD1_1, NAD11-A_1, NAD11-B_1, NAD3_1, 22919, 41645, bd1704"," "," ","2","1.6.5.3. or 1.6.99.3"
"false","0.0","R_CYOR_u6m","ubiquinol-6 cytochrome c reductase","2 M_ficytc_m + M_qh2_m + 2 M_h_m --> 2 M_focytc_m + 4 M_h_c + M_q_m","false","0.0","1000.0","0.0","0.0"," "," ","OPP"," ","cob_1(M), 12233 (M or other), 26515 (S), 46133 (other)"," "," ","2","1.10.2.2"
"false","0.0","R_CYOOm","cytochrome c oxidase, mitochondrial","2 M_focytc_m + 4 M_h_m + 0.5 M_o2_m --> 2 M_ficytc_m + M_h2o_m + 2 M_h_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","cox1, cox2, cox3, 11016"," "," ","2","1.9.3.1"
"false","0.0","R_ATPS_M","ATP synthase, F type","M_adp_m + M_pi_m + 3 M_h_c --> M_atp_m + M_h2o_m + 2 M_h_m","false","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","2","3.6.3.14"
"false","0.0","R_NADPTHD","NADH transhydrogenase","M_nadph_m + M_nad_m <==> M_nadp_m + M_nadh_m","true","0.0","0.0","0.0","0.0"," "," "," "," "," "," "," ","1","1.6.1.2"
"false","0.0","R_NADPHFHR","NADPH ferrihemoprotein reductase","M_nadph_m + 2 M_ficytc_m <==> M_nadp_m + 2 M_focytc_m","true","0.0","0.0","0.0","0.0"," "," "," "," "," "," "," ","1","1.6.2.4"
"false","0.0","R_T_ATP_CM","ADP/ATP transporter, mitochondrial","M_adp_c + M_atp_m <==> M_adp_m + M_atp_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","4715, 4714, 4712, 15835, 15769, 15707, 30180, 30179, 30178, 39899?"," "," ","1"," "
"false","0.0","R_CYTC"," ","M_h2o2_m + 2 M_focytc_m <==> 2 M_ficytc_m + 2 M_h2o_m","true","0.0","0.0","0.0","0.0"," "," "," "," ","13244 or bd1023"," "," ","2"," "
"false","0.0","R_T_P6GLUC_CM","6-Phosphogluconate transfer","M_p6gluc_c --> M_p6gluc_m","false","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_EDD"," ","M_p6gluc_m --> M_h2o_m + M_2k3dpg_m","false","0.0","1000.0","0.0","0.0"," "," ","Entner-Douderoff"," ","20547"," "," ","2","4.2.1.12"
"false","0.0","R_EDA"," ","M_2k3dpg_m --> M_g3p_m + M_pyr_m","false","0.0","1000.0","0.0","0.0"," "," ","Entner-Douderoff"," ","34120"," "," ","2","4.2.1.14"
"false","0.0","R_T_GP"," ","M_gp_m + M_pi_c <==> M_gp_c + M_pi_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_TPI_GAPC3","Fusion protein","M_g3p_m <==> M_gp_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","25308"," "," ","2","5.3.1.1"
"false","0.0","R_GAPC3","glyceraldehyde-3-phosphate dehydrogenase","M_g3p_m + M_pi_m + M_nad_m <==> M_3pgPi_m + M_nadh_m + M_h_m","true","-1000.0","1000.0","0.0","0.0"," "," ","Glycolysis"," ","25308 or 23598"," "," ","2","1.2.1.12"
"false","0.0","R_PGK_M","phosphoglycerate kinase","M_adp_m + M_3pgPi_m <==> M_atp_m + M_gly3p_m","true","-1000.0","1000.0","0.0","0.0"," "," ","Glycolysis, C-fixation"," ","48983"," "," ","2","2.7.2.3"
"false","0.0","R_PGAM_M","phosphoglycerate mutase","M_gly3p_m <==> M_gly2p_m","true","-1000.0","1000.0","0.0","0.0"," "," ","Glycolysis"," ","43812, 35164, 33839"," "," ","2","5.4.2.1"
"false","0.0","R_ENO_M","phosphopyruvate hydratase (enolase)","M_gly2p_m <==> M_pep_m + M_h2o_m","true","-1000.0","1000.0","0.0","0.0"," "," ","Glycolysis/Gluconeogenesis"," ","42962, 1572","56468, bd1572"," ","2","4.2.1.11"
"false","0.0","R_PK_M","pyruvate kinase","M_adp_m + M_pep_m --> M_atp_m + M_pyr_m","false","0.0","1000.0","0.0","0.0"," "," ","Glycolysis"," ","27502, 56172, 49002, 54998"," "," ","2","2.7.1.40"
"false","0.0","R_NADKM","NAD kinase, mitochondrial","M_atp_m + M_nad_m <==> M_adp_m + M_nadp_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","4074"," "," ","2","2.7.1.23"
"false","0.0","R_PYC1","pyruvate carboxylase","M_atp_m + M_pyr_m + M_hco3_m + M_h_m --> M_adp_m + M_pi_m + M_oxaloacet_m","false","0.0","1000.0","0.0","0.0"," "," ","Anaplerotic"," ","30519"," "," ","2","6.4.1.1"
"false","0.0","R_NADPMDH"," ","M_nadph_m + M_oxaloacet_m + M_h_m <==> M_mal_m + M_nadp_m","true","0.0","0.0","0.0","0.0"," "," "," "," ","51297 or 54834"," "," ","2","1.1.1.82"
"false","0.0","R_ME1","NAD malic enzyme","M_mal_m + M_nad_m --> M_pyr_m + M_co2_m + M_nadh_m + M_h_m","false","0.0","1000.0","0.0","0.0"," "," ","Anaplerotic, CCM, CAM"," ","56501"," "," ","2","1.1.1.38"
"false","0.0","R_PEPC2","phosphoenolpyruvate carboxylase","M_h2o_m + M_pep_m + M_hco3_m --> M_pi_m + M_oxaloacet_m + M_h_m","false","0.0","1000.0","0.0","0.0"," "," ","Anaplerotic, CAM"," ","27976"," "," ","2","4.1.1.31"
"false","0.0","R_PDH_M","pyruvate dehydrogenase","M_pyr_m + M_lipoE_m --> M_aclipoE_m + M_co2_m + M_h_m","false","0.0","1000.0","0.0","0.0"," "," ","glycolysis, TCA, AA, pyruvate metab."," ","55035, 20183"," "," ","2","1.2.4.1, r01699"
"false","0.0","R_PDH_M2"," ","M_pyr_m + M_thpp_m --> M_hethpp_m + M_co2_m","false","0.0","1000.0","0.0","0.0"," "," "," "," ","55035, 20183"," "," ","2","1.2.4.1, r00014"
"false","0.0","R_PDH_M3"," ","M_lipoE_m + M_hethpp_m --> M_aclipoE_m + M_thpp_m + M_h_m","false","0.0","1000.0","0.0","0.0"," "," "," "," ","55035, 20183"," "," ","2","1.2.4.1, r03270"
"false","0.0","R_PDH","overall reaction","M_pyr_m + M_coa_m + M_nad_m --> M_acca_m + M_co2_m + M_nadh_m + M_h_m","false","0.0","0.0","0.0","0.0"," "," "," "," ","55035, 20183"," "," ","2","1.2.4.1, r00209"
"false","0.0","R_DILIPOAT_M","dihydrolipoamide acetyl transferase","M_coa_m + M_aclipoE_m <==> M_acca_m + M_dilipoE_m","true","-1000.0","1000.0","0.0","0.0"," "," ","glycolysis, TCA, pyruvate metab."," ","13894 or 17401 or 38009"," "," ","2","2.3.1.12, r02569"
"false","0.0","R_DYHLPPDEH_M","protein N6-(dihydrolipoyl)lysine:NAD+ oxidoreductase","M_dhlp_m + M_nad_m <==> M_lpp_m + M_nadh_m + M_h_m","true","-1000.0","1000.0","0.0","0.0"," "," ","glycine metabolism"," ","26432"," "," ","2","1.8.1.4, r03815"
"false","0.0","R_OXOADIP_M","2-oxoadipate dehydrogenase complex","M_oxad_m + M_coa_m + M_nad_m --> M_glucoa_m + M_co2_m + M_nadh_m + M_h_m","false","0.0","1000.0","0.0","0.0"," "," ","lysine degradation"," ","26432"," "," ","2","1.8.1.4, r01933"
"false","0.0","R_DLDH","dihydrolipoyl dehydrogenase","M_dilipoE_m + M_nad_m <==> M_nadh_m + M_lipoE_m","true","-1000.0","1000.0","0.0","0.0"," "," ","TCA"," ","26432"," "," ","2","1.8.1.4, r07618"
"false","0.0","R_CTS1","citrate synthase","M_acca_m + M_h2o_m + M_oxaloacet_m --> M_cit_m + M_coa_m","false","0.0","1000.0","0.0","0.0"," "," ","TCA, glyoxylate"," ","30145"," "," ","2","2.3.3.1"
"false","0.0","R_CAN","aconitase","M_cit_m <==> M_isocit_m","true","-1000.0","1000.0","0.0","0.0"," "," ","TCA, glyoxylate, C-fixation"," ","26290"," "," ","2","4.2.1.3"
"false","0.0","R_IDH2","isocritrate dehydrogenase (NAD)","M_isocit_m + M_nad_m --> M_co2_m + M_nadh_m + M_oxoglut_m + M_h_m","false","0.0","1000.0","0.0","0.0"," "," ","TCA"," "," "," "," ","1","1.1.1.41"
"false","0.0","R_IDH","isocritrate dehydrogenase (NADP)","M_isocit_m + M_nadp_m --> M_co2_m + M_nadph_m + M_oxoglut_m + M_h_m","false","0.0","1000.0","0.0","0.0"," "," ","TCA"," ","14762, 45017"," "," ","2","1.1.1.42"
"false","0.0","R_OGD1"," ","M_oxoglut_m + M_nad_m + M_coa_m --> M_succoa_m + M_co2_m + M_nadh_m + M_h_m","false","0.0","1000.0","0.0","0.0"," "," ","TCA"," ","29016"," "," ","2","R08549. overall reaction."
"false","0.0","R_OGD","2-oxoglutarate dehydrogenase E1 component (alpha-ketoglutarate dehydrogenase)","M_oxoglut_m + M_lipoE_m --> M_sdilipoE_m + M_co2_m + M_h_m","false","0.0","1000.0","0.0","0.0"," "," ","TCA"," ","29016"," "," ","2","1.2.4.2, r01700"
"false","0.0","R_OGDT","2-oxoglutarate dehydrogenase E1 component (alpha-ketoglutarate dehydrogenase)","M_oxoglut_m + M_thpp_m --> M_cthpp_m + M_co2_m","false","0.0","1000.0","0.0","0.0"," "," ","TCA"," ","29016"," "," ","2","1.2.4.2, r00621"
"false","0.0","R_OGDL"," ","M_lipoE_m + M_cthpp_m --> M_thpp_m + M_sdilipoE_m + M_h_m","false","0.0","1000.0","0.0","0.0"," "," "," "," ","29016"," "," ","2","1.2.4.2, r03316"
"false","0.0","R_DHS","dihydrolipoamide succinyltransferase ","M_coa_m + M_sdilipoE_m <==> M_succoa_m + M_dilipoE_m","true","-1000.0","1000.0","0.0","0.0"," "," ","TCA"," ","40430, 31840"," "," ","2","2.3.1.61"
"false","0.0","R_ADK_M","adenylate kinase","M_atp_m + M_amp_m --> 2 M_adp_m","false","0.0","1000.0","0.0","0.0"," "," ","purine"," ","7072, 45192"," "," ","2","2.7.4.3"
"false","0.0","R_TUFA_M"," ","M_gtp_m + M_h2o_m --> M_gdp_m + M_pi_m","false","0.0","1000.0","0.0","0.0"," "," "," "," ","49459 or 23083"," "," ","2","3.6.5.3"
"false","0.0","R_NDPK","nucleoside diphosphinase","M_gdp_m + M_atp_m --> M_gtp_m + M_adp_m","false","0.0","1000.0","0.0","0.0"," "," "," "," ","25127"," "," ","2","2.7.4.6"
"false","0.0","R_NDPKDG","nucleoside diphosphinase","M_dgdp_m + M_atp_m --> M_dgtp_m + M_adp_m","false","0.0","1000.0","0.0","0.0"," "," "," "," ","25127"," "," ","2","2.7.4.6"
"false","0.0","R_NDPKDA","nucleoside diphosphinase","M_dadp_m + M_atp_m --> M_datp_m + M_adp_m","false","0.0","1000.0","0.0","0.0"," "," "," "," ","25127"," "," ","2","2.7.4.6"
"false","0.0","R_NDPKDU","nucleoside diphosphinase","M_dudp_m + M_atp_m --> M_dutp_m + M_adp_m","false","0.0","1000.0","0.0","0.0"," "," "," "," ","25127"," "," ","2","2.7.4.6"
"false","0.0","R_NDPKDC","nucleoside diphosphinase","M_dcdp_m + M_atp_m --> M_dctp_m + M_adp_m","false","0.0","1000.0","0.0","0.0"," "," "," "," ","25127"," "," ","2","2.7.4.6"
"false","0.0","R_NDKPUT","nucleoside diphosphinase","M_udp_m + M_atp_m --> M_utp_m + M_adp_m","false","0.0","1000.0","0.0","0.0"," "," "," "," ","25127"," "," ","2","2.7.4.6"
"false","0.0","R_NDPKCT","nucleoside diphosphinase","M_cdp_m + M_atp_m --> M_ctp_m + M_adp_m","false","0.0","1000.0","0.0","0.0"," "," "," "," ","25127"," "," ","2","2.7.4.6"
"false","0.0","R_SCS","succinyl-coA synthetase (GDP-forming)","M_gdp_m + M_pi_m + M_succoa_m <==> M_gtp_m + M_suc_m + M_coa_m","true","-1000.0","1000.0","0.0","0.0"," "," ","TCA"," ","26921 or 42015"," "," ","2","6.2.1.4"
"false","0.0","R_STK","succinyl-coa synthetase (ADP-forming)","M_adp_m + M_pi_m + M_succoa_m <==> M_atp_m + M_suc_m + M_coa_m","true","-1000.0","1000.0","0.0","0.0"," "," ","TCA"," ","26921 or 42015"," "," ","2","6.2.1.5"
"false","0.0","R_SDH","succinate dehydrogenase","M_suc_m + M_q_m <==> M_fum_m + M_qh2_m","true","-1000.0","1000.0","0.0","0.0"," "," ","TCA, OPP"," ","SDH2 and SDH1 and 18516, 51720"," "," ","2","1.3.5.1, 1.3.99.1"
"false","0.0","R_FUM_C","fumarase","M_fum_c + M_h2o_c <==> M_mal_c","true","-1000.0","1000.0","0.0","0.0"," "," ","Amino acid metabolism, fumarate"," ","36139"," "," ","2","4.2.1.2"
"false","0.0","R_FUM_M","fumarase","M_fum_m + M_h2o_m <==> M_mal_m","true","-1000.0","1000.0","0.0","0.0"," "," ","TCA"," ","19708"," "," ","2","4.2.1.2"
"false","0.0","R_MDH2","malate dehydrogenase","M_mal_m + M_nad_m --> M_oxaloacet_m + M_nadh_m + M_h_m","false","0.0","1000.0","0.0","0.0"," "," ","TCA, pyruvate, glyoxylate, c-fixation, CAM"," ","51297 or 54834 or 42398"," "," ","2","1.1.1.37"
"false","0.0","R_T_SUCHOM_MC"," ","M_suchom_c <==> M_suchom_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_CYSTH_CM"," ","M_cysth_m <==> M_cysth_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_H2S_MC"," ","M_h2s_c <==> M_h2s_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_CYTH3","Cystathione synthase","M_suchom_m + M_h2s_m --> M_homocys_m + M_suc_m","false","0.0","1000.0","0.0","0.0"," "," "," "," ","49903"," "," ","2","2.5.1.48, r01288"
"false","0.0","R_SUCHOM"," ","M_suchom_m + M_cys_m <==> M_suc_m + M_cysth_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","49903"," "," ","2","2.5.1.48, r03260"
"false","0.0","R_T_CYS_CM"," ","M_cys_c <==> M_cys_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_CYTH2","Cystathione synthase","M_suchom_m + M_h2o_m <==> M_2oxobut_m + M_suc_m + M_nh3_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","49903"," "," ","2","2.5.1.48, r00999"
"false","0.0","R_ACETHOMS"," ","M_acethomser_m + M_cys_m --> M_cysth_m + M_acet_m","false","0.0","1000.0","0.0","0.0"," "," "," "," ","49903"," "," ","2","2.5.1.48, r03217"
"false","0.0","R_T_DUMP_CM"," ","M_dump_c <==> M_dump_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_DTMP_CM"," ","M_dtmp_c <==> M_dtmp_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_DTMPS","thymidylate synthase","M_dump_c + M_mthf_c <==> M_dtmp_c + M_dhdf_c","true","-1000.0","1000.0","0.0","0.0"," "," ","pyrimidine"," "," "," "," ","1","2.1.1.45"
"false","0.0","R_DTMPS_M","thymidylate synthase","M_dump_m + M_mthf_m <==> M_dtmp_m + M_dhdf_m","true","-1000.0","1000.0","0.0","0.0"," "," ","pyrimidine"," ","1690"," "," ","2","2.1.1.45"
"false","0.0","R_FACID"," ","M_510mthf_m + M_h2o_m --> M_facid_m + M_h_m","false","0.0","1000.0","0.0","0.0"," "," ","One carbon pool by folate"," ","bd521"," "," ","2","2.1.2.10, r02300"
"false","0.0","R_FTHFAH_M"," ","M_fthf_m + M_h2o_m --> M_thf_m + M_form_m","false","0.0","1000.0","0.0","0.0"," "," ","folate transformations"," ","44906"," "," ","2","3.5.1.10"
"false","0.0","R_FTHF_M"," ","M_510mthf_m + M_h2o_m --> M_fthf_m + M_h_m","false","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1","3.5.4.9"
"false","0.0","R_MTD_M"," ","M_mthf_m + M_nad_m --> M_510mthf_m + M_nadh_m","false","0.0","1000.0","0.0","0.0"," "," ","Folate"," "," "," "," ","1","1.5.1.15"
"false","0.0","R_T_MTHF_CM"," ","M_mthf_c <==> M_mthf_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_THF_CM"," ","M_thf_c <==> M_thf_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_DHDF_CM"," ","M_dhdf_c <==> M_dhdf_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_DHDF_CP"," ","M_dhdf_c <==> M_dhdf_p","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_SHMT","glycine hydroxymethyltransferase","M_mthf_m + M_gly_m + M_h2o_m <==> M_ser_m + M_thf_m","true","-1000.0","1000.0","0.0","0.0"," "," ","serine, photorespiration"," ","54015"," "," ","2","2.1.2.1"
"false","0.0","R_GDCH","glycine decarboxylase","M_gly_m + M_thf_m + M_nad_m --> M_mthf_m + M_nh3_m + M_co2_m + M_nadh_m + M_h_m","false","0.0","1000.0","0.0","0.0"," "," ","folate transformations, glycine, photorespiration"," ","bd521 or 22187"," "," ","2","2.1.2.10, r01221"
"false","0.0","R_PTA_M","phosphate acetyltransferase","M_pi_m + M_acca_m <==> M_coa_m + M_acetylp_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","50625"," "," ","2","2.3.1.8"
"false","0.0","R_PEPCK","phosphoenolpyruvate carboxykinase","M_atp_p + M_oxaloacet_p --> M_adp_p + M_pep_p + M_co2_p","false","0.0","1000.0","0.0","0.0"," "," ","Pyruvate, gluconeogenesis?"," ","55018"," "," ","2","4.1.1.49"
"false","0.0","R_T_OAA_MC"," ","M_oxaloacet_c <==> M_oxaloacet_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_GLU_MC"," ","M_glu_c <==> M_glu_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_ASP_GLU_MC","Aspartate/glutamate shuttle","M_glu_c + M_asp_m <==> M_glu_m + M_asp_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","16210","chr24","16210","2"," "
"false","0.0","R_T_MAL_CM","malate transport by sodium ion symport","M_mal_c + M_pi_m <==> M_mal_m + M_pi_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_CIT_MAL_MC","Citrate/malate shuttle","M_cit_c + M_mal_m <==> M_cit_m + M_mal_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","10270","chr3","10270","2"," "
"false","0.0","R_T_MAL_OAA_MC"," ","M_mal_c + M_oxaloacet_m <==> M_mal_m + M_oxaloacet_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_MAL_OXOGLUT_MC","Malate/2-oxoglutarate antiporter","M_mal_c + M_oxoglut_m <==> M_mal_m + M_oxoglut_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","8990, 23980"," "," ","2"," "
"false","0.0","R_T_PYR_CM","Pyruvate transport","M_pyr_c <==> M_pyr_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_SUC"," ","M_suc_c + M_pi_m <==> M_suc_m + M_pi_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_SUCFUM"," ","M_fum_c + M_suc_m <==> M_fum_m + M_suc_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","42347","chr26","42347","2"," "
"false","0.0","R_T_MAL_PI"," ","M_mal_c + M_pi_m <==> M_mal_m + M_pi_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_CPSIII","carbamoyl-phosphate synthase (ammonia)","2 M_atp_m + M_nh3_m + M_co2_m + M_h2o_m + 3 M_h_m --> 2 M_adp_m + 2 M_pi_m + M_carbmylp_m","false","0.0","1000.0","0.0","0.0"," "," ","nitrogen metabolism, alanine and proline, urea cycle"," ","24195"," "," ","2","6.3.4.16"
"false","0.0","R_OTC","ornithine carbamoyltransferase","M_carbmylp_m + M_orn_m <==> M_pi_m + M_citl_m","true","-1000.0","1000.0","0.0","0.0"," "," ","urea cycle"," ","30514"," "," ","2","2.1.3.3"
"false","0.0","R_T_CITL_MC"," ","M_citl_m <==> M_citl_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_ORN_M"," ","M_orn_c <==> M_orn_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_CARBMYLP"," ","M_carbmylp_m <==> M_carbmylp_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_ARCA"," ","M_arg_m + M_h2o_m --> M_nh3_m + M_citl_m","false","0.0","1000.0","0.0","0.0"," "," "," "," ","arginine degradation"," "," ","1","3.5.3.6"
"false","0.0","R_GOT2","aspartate aminotransferase, mitochondrial","M_asp_m + M_oxoglut_m <==> M_oxaloacet_m + M_glu_m","true","-1000.0","1000.0","0.0","0.0"," "," ","C4"," ","23871, 870"," "," ","2","2.6.1.1"
"false","0.0","R_GS","glutamine synthetase","M_atp_m + M_glu_m + M_nh3_m --> M_adp_m + M_pi_m + M_gln_m","false","0.0","1000.0","0.0","0.0"," "," ","glutamine synthesis"," ","22357"," "," ","2","6.3.1.2"
"false","0.0","R_GDH_M_NADP","glutamate dehydrogenase","M_oxoglut_m + M_nh3_m + M_h_m + M_nadph_m --> M_glu_m + M_nadp_m + M_h2o_m","false","0.0","1000.0","0.0","0.0"," "," ","glutamate catabolism"," ","45239"," "," ","2","1.4.1.4"
"false","0.0","R_GDH_M","glutamate dehydrogenase","M_oxoglut_m + M_nh3_m + M_h_m + M_nadh_m --> M_glu_m + M_nad_m + M_h2o_m","false","0.0","1000.0","0.0","0.0"," "," ","glutamate catabolism"," ","45239"," "," ","2","1.4.1.2"
"false","0.0","R_GLTD","glutamate synthase","M_gln_m + M_oxoglut_m + M_nadh_m + M_h_m --> 2 M_glu_m + M_nad_m","false","0.0","1000.0","0.0","0.0"," "," "," "," ","20342, 51214"," "," ","2","1.4.1.14"
"false","0.0","R_GLTD2","glutamate synthase","M_oxoglut_m + M_gln_m + M_h_m + M_nadph_m --> 2 M_glu_m + M_nadp_m","false","0.0","1000.0","0.0","0.0"," "," "," "," ","20342, 51214"," "," ","2","1.4.1.13"
"false","0.0","R_HPR"," ","M_hpyr_m + M_nadh_m + M_h_m --> M_nad_m + M_glyt_m","false","0.0","1000.0","0.0","0.0"," "," "," "," ","34672"," "," ","2","1.1.1.29"
"false","0.0","R_AGAT2"," ","M_pyr_m + M_ser_m <==> M_ala_m + M_hpyr_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","49601"," "," ","2","2.6.1.51"
"false","0.0","R_AGAT"," ","M_glyx_m + M_ala_m --> M_gly_m + M_pyr_m","false","0.0","1000.0","0.0","0.0"," "," ","glycine"," ","49601"," "," ","2","2.6.1.44"
"false","0.0","R_T_GLN_CM"," ","M_gln_c <==> M_gln_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_GLN_MC"," ","M_gln_m + M_atp_c --> M_gln_c + M_adp_c + M_pi_c","false","0.0","0.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_ARG_CM"," ","M_arg_m <==> M_arg_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_SER_CM"," ","M_ser_m <==> M_ser_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
